294199	00100509	Wydziale Prawniczym Katolickiego Uniwersytetu Lubelskiego	Wydział Prawniczy Katolickiego Uniwersytetu Lubelskiego
31943	00100509	Wyborczej Akcji Katolickiej	Wyborcza Akcja Katolicka
31940	00100509	Wydziale Prawniczym	Wydział Prawniczy
343941	00100509	Zjednoczeniu Chrześcijańsko-Narodowym	Zjednoczenie Chrześcijańsko-Narodowe
35717	00100509	Senatu	Senat
31941	00100509	Katolickiego Uniwersytetu Lubelskiego	Katolicki Uniwersytet Lubelski
31949	00100509	KUL	KUL
31939	00100509	Tarnowie	Tarnów
32638	00100509	Sejmie	Sejm
31944	00100509	Akcji Wyborczej Solidarność	Akcja Wyborcza Solidarność
294198	00100509	polski	polski
31948	00100509	Porozumienie Polskie	Porozumienie Polskie
32637	00100509	Sejm	Sejm
31945	00100509	Ligi Polskich Rodzin	Liga Polskich Rodzin
294200	00100509	tarnowskim	tarnowski
31950	00100510	Niutao	Niutao
343949	00100510	wyspa koralowa	wyspa koralowa
343947	00100510	archipelagu Tuvalu	archipelag Tuvalu
31953	00100510	Tuapa	Tuapa
31952	00100510	Tuvalu	Tuvalu
31954	00100511	Stadion Punjab	stadion Punjab
31956	00100511	Lahaur	Lahaur
307960	00100511	Reprezentacja Pakistanu w piłce nożnej	Reprezentacja Pakistanu w piłce nożnej
31957	00100511	Pakistanie	Pakistan
32639	00100511	Pakistanu	Pakistan
99663	00100512	Žarko Čabarkapa	Žarko Čabarkapa
99659	00100512	Žarko	Žarko
99661	00100512	Čabarkapa	Čabarkapa
99683	00100512	NBA	NBA
99669	00100512	NBA	NBA
305839	00100512	NBA	NBA
305836	00100512	KK Buducnost Podgorica	KK Buducnost Podgorica
343958	00100512	Phoenix Suns	Phoenix Suns
325963	00100512	serbskich	serbski
305835	00100512	Warriors	Warriors
305829	00100512	Bleopetrol	Bleopetrol
99685	00100512	Houston	Houston
99665	00100512	Belgradzie	Belgrad
343955	00100512	serbski koszykarz	serbski koszykarz
294201	00100512	serbski	serbski
305830	00100512	Buducnost	Buducnost
343956	00100512	KK Buducnost Podgorica	KK Buducnost Podgorica
305828	00100512	Podgorica	Podgorica
305834	00100512	Golden State Warriors	Golden State Warriors
308987	00100512	Golden State	Golden State
99667	00100512	Serbii	Serbia
343963	00100513	Johann Nepomuk Holzhey	Johann Nepomuk Holzhey
31967	00100513	Unteregg	Unteregg
32781	00100513	Nepomuk	Nepomuk
31979	00100513	Unteregg	Unteregg
343962	00100513	Marlene Preisinger	Marlene Preisinger
31977	00100513	Marlene	Marlene
31969	00100513	Niemczech	Niemcy
31970	00100513	Bawarii	Bawaria
343965	00100513	rejencji Szwabia	rejencja Szwabia
31973	00100513	Szwabia	Szwabia
343966	00100513	powiecie Unterallgäu	powiat Unterallgäu
308320	00100513	Unterallgäu	Unterallgäu
31971	00100513	Szwabii	Szwabia
343967	00100513	wspólnocie administracyjnej Dirlewang	wspólnota administracyjna Dirlewang
31972	00100513	Dirlewang	Dirlewang
31975	00100513	Mindelheim	Mindelheim
31996	00100514	Puchar Top Teams	Puchar Top Teams
31983	00100514	Hristo Zlatanov	Hristo Zlatanov
31984	00100514	Hristo	Hristo
31985	00100514	Zlatanov	Zlatanov
305845	00100514	Copra Berni Piacenza	Copra Berni Piacenza
31992	00100514	Ligi Mistrzów	Liga Mistrzów
343971	00100514	Serie A	Serie A
305850	00100514	Milan	Milan
305851	00100514	Ravenna	Ravenna
305840	00100514	Copra Berni Piacenza	Copra Berni Piacenza
31989	00100514	Sofii	Sofia
343969	00100514	siatkarz reprezentacji Włoch	siatkarz reprezentacji Włoch
309711	00100514	Włoch	Włochy
307961	00100514	bułgarskiego	bułgarski
32002	00100515	Rabós	Rabós
343976	00100515	gminy Rabós	gmina Rabós
311368	00100515	hiszpańska	hiszpański
32007	00100515	INE	INE
343975	00100515	klasztor Sant Quirze de Colera	klasztor Sant Quirze de Colera
39273	00100515	Sant Quirze de Colera	Sant Quirze de Colera
32676	00100515	Sant Quirze	Sant Quirze
32004	00100515	Katalonii	Kataloniia
343978	00100515	prowincji Girona	prowincja Girona
32674	00100515	Girona	Girona
32006	00100515	Alt Empordà	Alt Empordà
343981	00100516	podwójna korona	podwójna korona
343985	00100516	piłce nożnej	piłka nożna
343983	00100516	pucharu kraju	puchar kraju
343986	00100517	wniosek o uznanie za zmarłego	wniosek o uznanie za zmarłego
343988	00100517	osoby zaginionej	osoby zaginionej
343987	00100517	uznania za zmarłego	uznania za zmarłego
343991	00100517	śmierci zaginionego	śmierci zaginionego
343996	00100518	Polska rodzina szlachecka	Polska rodzina szlachecka
343997	00100518	Kasper Tyzenhaus	Kasper Tyzenhaus
307962	00100518	Tyzenhauzowie	Tyzenhauz
32042	00100518	Tyzenhaus	Tyzenhaus
32028	00100518	Inflantach	Inflanty
32024	00100518	Juliusza Słowackiego	Juliusz Słowacki
32025	00100518	Juliusza	Juliusz
32020	00100518	Inflant	Inflant
343992	00100518	herbu Bawół	herb Bawół
32678	00100518	Bawół	Bawół
308982	00100518	Pana Tadeusza	Pan Tadeusz
343999	00100518	niemieckiego rycerstwa Mieczowców	niemieckie rycerstwo Mieczowców
307964	00100518	niemieckiego	niemiecki
32044	00100518	Tartu	Tartu
32030	00100518	Mieczowców	Mieczowiec
308981	00100518	Mazepa. Tragedia w pięciu aktach	Mazepa. Tragedia w pięciu aktach
303759	00100518	Mazepa	mazepa
32034	00100518	Polskę	Polska
32031	00100518	Kawalerami Mieczowymi	Kawaler Mieczowy
52976	00100518	Borch	Borch
32027	00100518	Paryżu	Paryż
294209	00100518	grodzieński	grodzieński
52978	00100518	Hilzen	Hilzen
52979	00100518	Zyberg	Zyberg
68051	00100518	Weissenhof	Weissenhof
68052	00100518	Tyzenhaus	Tyzenhaus
68053	00100518	Grotus	Grotus
68054	00100518	Mohl	Mohl
68055	00100518	Denhof	Denhof
68056	00100518	Rejtan	Rejtan
68057	00100518	Manteuffel	Manteuffel
68058	00100518	Szadurscy	Szadurscy
68059	00100518	Karniccy	Karniccy
68060	00100518	Benisławscy	Benisławscy
68061	00100518	Sokołowscy	Sokołowscy
68062	00100518	Kubliccy	Kubliccy
68063	00100518	Wereszczyńscy	Wereszczyńscy
307963	00100518	polskich	polski
32032	00100518	Litwy	Litwa
303806	00100519	Lindleya	Lindley
32051	00100519	Lindleya	Lindley
303809	00100519	Lindleya	Lindley
32052	00100519	Nowogrodzkiej	nowogrodzki
32053	00100519	szpitalu Dzieciątka Jezus	szpital Dzieciątka Jezus
309621	00100519	Jezus	Jezus
32056	00100519	Żelaznej	żelazny
344002	00100519	Placu Powstańców Warszawy	Plac Powstańców Warszawy
304462	00100519	Warszawy	Warszawa
52993	00100519	św. Wincentego	św. Wincent
32697	00100519	Wincentego	Wincent
32058	00100520	Marian Subocz	Marian Subocz
32059	00100520	Marian	Marian
32060	00100520	Subocz	Subocz
32789	00100520	VI pielgrzymkę Ojca Świętego Jana Pawła II do Polski	VI pielgrzymka Ojca Świętego Jana Pawła II do Polski
68069	00100520	Subocz	Subocz
32096	00100520	Caritas	Caritas
58829	00100520	parafii Mariackiej	parafia Mariackia
32080	00100520	Czesław	Czesław
32065	00100520	Caritas Polska	Caritas Polska
32081	00100520	Domin	Domin
32092	00100520	Wigilijnego Dzieła Pomocy Dzieciom	Wigilijne Dzieło Pomocy Dzieciom
32705	00100520	Jana Pawła II	Jan Paweł II
32704	00100520	Marian Subocz	Marian Subocz
41284	00100520	Polska	Polska
344009	00100520	Wyższym Seminarium Duchownym Diecezji Koszalińsko-Kołobrzeskiej w Koszalinie	Wyższe Seminarium Duchowne Diecezji Koszalińsko-Kołobrzeskiej w Koszalinie
344011	00100520	Biura Konferencji Episkopatów Unii Europejskiej w Brukseli	Biuro Konferencji Episkopatów Unii Europejskiej w Brukseli
344008	00100520	Papieskim Uniwersytecie Salezjańskim w Rzymie	Papieski Uniwersytet Salezjański w Rzymie
32097	00100520	Papieskim Uniwersytecie Salezjańskim	Papieski Uniwersytet Salezjański
32069	00100520	Kołobrzegu	Kołobrzeg
32106	00100520	Caritas	Caritas
32699	00100520	Ignacego Jeża	Ignacy Jeży
32064	00100520	Wałczu	Wałcz
32702	00100520	Diecezji Koszalińsko-Kołobrzeskiej	diecezja Koszalińsko-Kołobrzeska
58831	00100520	Komisji Charytatywnej	Komisja Charytatywna
32068	00100520	Jeża	Jeży
344012	00100520	diecezji pw. św. Maksymiliana Marii Kolbe w Słupsku	diecezja pw. św. Maksymiliana Marii Kolbe w Słupsku
32077	00100520	Jana Pawła II	Jan Paweł II
32074	00100520	Rzymie	Rzym
310741	00100520	Konferencji Episkopatu Polski	Konferencja Episkopatu Polski
294212	00100520	polski	polski
32109	00100520	Brukseli	Bruksela
32084	00100520	Polski	Polska
32076	00100520	Koszalinie	Koszalin
32712	00100520	Maksymiliana Marii Kolbe	Maksymilian Maria Kolbe
32701	00100520	Ignacego Jeża	Ignacy Jeży
32071	00100520	Ignacego	Ignacegy
32078	00100520	IV Pielgrzymkę do Ojczyzny	IV Pielgrzymka do Ojczyzny
32072	00100520	Jeża	Jeży
32714	00100520	Kolbe	Kolbe
303762	00100520	Boże Narodzenie	Boże Narodzenie
32103	00100520	UKSW	UKSW
32717	00100520	Słupsku	Słupsk
68068	00100520	Mariana	Marian
32718	00100520	Zatorze	Zator
32087	00100520	Warszawie	Warszawa
32698	00100520	diecezji koszalińsko-kołobrzeskiej	diecezja koszalińsko-kołobrzeska
32088	00100520	Caritas Polska	Caritas Polska
41285	00100520	Polska	Polska
32151	00100521	Gwiezdna Kuźnia	Gwiezdna Kuźnia
127286	00100521	Revan	Revan
32161	00100521	Bezkresnego Imperium	Bezkresne Imperium
308015	00100521	Ratakan	Ratakan
344020	00100521	planety Rakatan	planeta Rakatan
308013	00100521	Rakatan	Rakatan
344019	00100521	"grze komputerowej ""Star Wars: Knights of the Old Republic"	gra komputerowa Star Wars: Knights of the Old Republic
308012	00100521	Rakatan	Rakatan
304463	00100521	Gwiezdnych wojen	Gwiezdne wojny
52994	00100521	Star Wars: Knights of the Old Republic	Star Wars: Knights of the Old Republic
304147	00100521	Malaka	Malak
126895	00100521	Revanem	Revan
32169	00100521	Wojen mandaloriańskich	wojny mandaloriańskie
126896	00100521	Malakiem	Malak
344015	00100521	stacja kosmiczna	stacja kosmiczna
32162	00100521	Kuźnie	Kuźnia
32157	00100521	Bezkresnego Imperium	Bezkresne Imperium
308014	00100521	Rakatan	Rakatan
32170	00100521	Republiki Galaktycznej	Republika Galaktyczna
32171	00100521	Wojny domowej Jedi	wojna domowa Jedi
32164	00100521	Gwiezdnej Kuźni	Gwiezdna Kuźnia
63972	00100521	Jedi	Jedi
344021	00100521	mieszkańców Wszechświata	mieszkańcy Wszechświata
32165	00100521	Wszechświata	Wszechświata
32177	00100522	Krzysztof Jan Mehlich	Krzysztof Jan Mehlich
32174	00100522	Krzysztof Mehlich	Krzysztof Mehlich
32175	00100522	Krzysztof	Krzysztof
344024	00100522	Victorii Racibórz	Victoria Racibórz
32176	00100522	Mehlich	Mehlich
344028	00100522	AWF w Katowicach	AWF w Katowicach
32182	00100522	Mehlich	Mehlich
305857	00100522	Pucharu Europy w Lekkoatletyce	Puchar Europy w Lekkoatletyce
32185	00100522	Katowicach	Katowice
344023	00100522	AZS-AWF Katowice	AZS-AWF Katowice
305434	00100522	AZS	AZS
32187	00100522	San Sebastian	San Sebastian
305435	00100522	AWF	AWF
305436	00100522	Katowice	Katowice
32733	00100522	Brema	Brema
32183	00100522	Strzelcach Opolskich	Strzelce Opolskie
294220	00100522	polski	polski
311370	00100522	polskiej	polski
344029	00100523	Sanktuarium Wambierzyckiej Królowej Rodzin	Sanktuarium Wambierzyckiej Królowej Rodzin
344030	00100523	Bazylika w Wambierzycach	Bazylika w Wambierzycach
309612	00100523	Wambierzyckiej Królowej Rodzin	Wambierzycka Królowa Rodzin
32212	00100523	Wambierzycach	Wambierzyce
32205	00100523	Ludwik von Panwitz	Ludwik von Panwitz
32206	00100523	Ludwik	Ludwik
32735	00100523	Pius XI	Pius XI
32736	00100523	Pius	Pius
344033	00100523	Jan Paweł II	Jan Paweł II
305858	00100523	wojny trzydziestoletniej	wojna trzydziestoletnia
32740	00100523	Panwitz	Panwitz
32209	00100523	Jan	Jan
53000	00100523	Raszewa	Raszewo
344031	00100523	bazyliki mniejszej	bazylika mniejsza
32213	00100523	Wambierzycach	Wambierzyce
344034	00100523	hrabiego Franciszka Antoniego von Goetzen	hrabia Franciszek Antoni von Goetzen
32847	00100523	Franciszka Antoniego von Goetzen	Franciszek Antoni von Goetzen
309617	00100523	Matki Bożej	Matka Boża
32738	00100523	Franciszka	Franciszek
32739	00100523	Antoniego	Antoni
32741	00100523	Goetzen	Goetzen
309619	00100523	Wambierzyckiej Królowej Rodzin	Wambierzycka Królowa Rodzin
309614	00100523	Matki Boskiej	Matka Boska
99689	00100524	Rublowka	Rublowka
99718	00100524	Barwisze	Barwicha
99706	00100524	Włodzimierz Lenin	Włodzimierz Lenin
99696	00100524	Włodzimierz	Włodzimierz
99703	00100524	Józefa Stalina	Józef Stalin
99693	00100524	Józefa	Józef
99710	00100524	prospektem Kutuzowa	prospekt Kutuzowa
99691	00100524	Рублёвка	Рублёвка
99707	00100524	Józef Stalin	Józef Stalin
99697	00100524	Józef	Józef
99704	00100524	Leonida Breżniewa	Leonid Breżniew
99694	00100524	Leonida	Leonid
99699	00100524	Breżniewa	Breżniew
99711	00100524	Rublowsko-Uspienskiej	Rublowsko-Uspienski
99705	00100524	Borysa Jelcyna	Borys Jelcyn
99695	00100524	Borysa	Borys
99700	00100524	Jelcyna	Jelcyn
99692	00100524	Moskwy	Moskwa
99712	00100524	Rublowką	Rublowka
99721	00100524	Barvicha Luxury Village	Barvicha Luxury Village
99717	00100524	Żukowka	Żukowka
99713	00100524	Rosjanie	Rosjanin
99722	00100524	Barwicha Wioska Luksusu	Barwicha Wioska Luksusu
294222	00100524	rosyjscy	rosyjski
304532	00100524	Brioni	Brioni
99725	00100524	Dolce & Gabbana	Dolce &amp; Gabbana
308093	00100524	Kremla	Kreml
99726	00100524	Bulgari	Bulgari
99727	00100524	Chopard	Chopard
99728	00100524	Tiffany	Tiffany
99729	00100524	Bentley	Bentley
99730	00100524	Maserati	Maserati
99731	00100524	Ferrari	Ferrari
99732	00100524	Lamborghini	Lamborghini
32315	00100525	Michaił Iwanow	Michaił Iwanow
32316	00100525	Michaił	Michaił
32317	00100525	Iwanow	Iwanow
344046	00100525	Pucharu Świata	Puchar Świata
344045	00100525	mistrzostwach świata w 2001 w Lahti	mistrzostwa świata w 2001 w Lahti
344043	00100525	Zimowych Igrzyskach Olimpijskich 2002 w Salt Lake City	Zimowe Igrzyska Olimpijskie 2002 w Salt Lake City
32748	00100525	Zimowych Igrzyskach Olimpijskich	Zimowe Igrzyska Olimpijskie
294223	00100525	rosyjski	rosyjski
344041	00100525	biegacz narciarski	biegacz narciarski
32749	00100525	Lahti	Lahti
32322	00100525	Salt Lake City	Salt Lake City
63974	00100525	Salt Lake	Salt Lake
32323	00100525	Hiszpana	Hiszpana
344047	00100525	Johanna Mühlegga	Johann Mühlegga
32325	00100525	Johanna	Johanna
32326	00100525	Mühlegga	Mühlegg
32330	00100526	Morski Korpus Kadecki	Morski Korpus Kadecki
32344	00100526	Korpus Kadecki	Korpus Kadecki
32341	00100526	Mamert	Mamert
32342	00100526	Stankiewicz	Stankiewicz
294224	00100526	rosyjski	rosyjski
32343	00100526	Kronsztadtu	Kronsztadt
344051	00100526	Piotra I	Piotr I
32751	00100526	Piotra	Piotr
32349	00100526	Морской кадетский корпус им. Петра Великого	Морской кадетский корпус им. Петра Великого
32346	00100526	Akademia Morska	Akademia Morska
32752	00100526	Mienszykowów	Mienszykowowie
32345	00100526	Morska Akademia Gwardii	Morska Akademia Gwardii
344049	00100526	wyższa uczelnia morska w Sankt Petersburgu	wyższa uczelnia morska w Sankt Petersburgu
32347	00100526	Sankt Petersburgu	Sankt Petersburg
32350	00100527	Felicite Island	Felicite Island
345767	00100527	kurort wypoczynkowy	kurort wypoczynkowy
32362	00100527	Île Félicité	Île Félicité
345764	00100527	sułtan Abdullah z Peraku	sułtan Abdullah z Peraku
68073	00100527	Abdullah	Abdullah
345765	00100527	plantacja palm kokosowych	plantacja palm kokosowych
32356	00100527	Mary Anne Island	Mary Anne Island
310746	00100527	Mary Anne	Mary Anne
32754	00100527	Peraku	Perak
310747	00100527	Anne	Anne
32357	00100527	Coco Island	Coco Island
32755	00100527	Brytyjczyków	Brytyjczyk
345762	00100527	archipelagu Seszeli	archipelag Seszele
53002	00100527	Seszeli	Seszele
32358	00100527	The Sisters	The Sisters
345763	00100527	Wysp Wewnętrznych	Wyspy Wewnętrzne
32359	00100527	La Digue	La Digue
32354	00100527	La Digue	La Digue
64007	00100528	Biberach (Riß)	Biberach (Riß)
32363	00100528	Biberach	Biberach
53003	00100528	Riß	Riß
345769	00100528	stacja kolejowa	stacja kolejowa
32367	00100528	Biberach an der Riß	Biberach an der Riß
53005	00100528	Riß	Riß
32368	00100528	Badenia-Wirtembergia	Badenia-Wirtembergia
32369	00100528	Niemczech	Niemcy
32370	00100529	Culture.pl	Culture.pl
32390	00100529	culture.pl	culture.pl
311374	00100529	internautów	internauta
32758	00100529	culture.pl	culture.pl
345776	00100529	Andrzej Lubomirski	Andrzej Lubomirski
32375	00100529	Andrzej	Andrzej
32384	00100529	Marka K. Zalejskiego	Marek K. Zalejski
345774	00100529	portal internetowy	portal internetowy
32376	00100529	Lubomirski	Lubomirski
345779	00100529	wydarzeń kulturalnych	wydarzenia kulturalne
311372	00100529	polskiej	polski
345778	00100529	Elżbieta Sawicka	Elżbieta Sawicka
294228	00100529	polskich	polski
32383	00100529	Sawicka	Sawicka
311371	00100529	polskiej	polskiej
32388	00100529	Press	Press
311373	00100529	polskiej	polski
345775	00100529	Instytut Adama Mickiewicza	Instytut Adama Mickiewicza
32844	00100529	Adama Mickiewicza	Adam Mickiewicz
32845	00100529	Adama	Adam
32846	00100529	Mickiewicza	Mickiewicz
345777	00100529	Moniką Rencławowicz	Monika Rencławowicz
32378	00100529	Moniką	Monika
32379	00100529	Rencławowicz	Rencławowicz
32391	00100530	Moscavide	Moscavide
345786	00100530	otwarcie stacji	otwarcie stacji
345781	00100530	stacja metra	stacja metra
32393	00100530	Lizbonie	Lizbona
345784	00100530	linii Vermelha	linia Vermelha
53006	00100530	Vermelha	Vermelho
348816	00100531	Bon komunalny	bon komunalny
348817	00100531	instrumentem dyskontowym	instrument dyskontowy
311376	00100531	polskim	polski
348821	00100531	bony skarbowe	bon skarbowy
348819	00100531	gminę Radom	gmina Radom
308321	00100531	Radom	Radom
348818	00100531	lokat międzybankowych	lokata międzybankowa
32396	00100532	Marin Premeru	Marin Premeru
32397	00100532	Marin	Marin
32398	00100532	Premeru	Premeru
32408	00100532	Chorwacji	Chorwacja
348827	00100532	pekińskich mistrzostw świata juniorów	pekińskie mistrzostwa świata juniorów
294235	00100532	pekińskich	pekiński
348829	00100532	mistrzostw świata kadetów	mistrzostwa świata kadetów
32406	00100532	Nowy Sad	Nowy Sad
32404	00100532	Rijece	Rijeka
294234	00100532	chorwacki	chorwacki
348826	00100532	Europejskiego Festiwalu Młodzieży	Europejski Festiwal Młodzieży
32399	00100532	Chorwacji	Chorwacja
348824	00100532	rzucie dyskiem	rzut dyskiem
32400	00100532	Chorwacji	Chorwacja
348825	00100532	pchnięciu kulą	pchnięcie kulą
32761	00100532	Belgrad	Belgrad
32411	00100533	Tomatiny	Tomatina
32412	00100533	Tomatiny	Tomatina
32413	00100533	Tomatinie	Tomatina
32409	00100533	Extremadura	Extremadura
32410	00100533	Buñol	Buñol
348838	00100533	hiszpańska szynka	hiszpańska szynka
32414	00100534	Pale-Prača	Pale-Prača
58863	00100534	Prača	Prača
32419	00100534	Prača	Prača
32420	00100534	Bośniacy	Bośniak
348840	00100534	Kantonie Bośnia Podrinje	Kantonie Bośnia Podrinje
53007	00100534	Bośnia Podrinje	Bośnia Podrinje
348841	00100534	Federacji Bośni i Hercegowiny	Federacja Bośni i Hercegowiny
127497	00100534	Bośni i Hercegowiny	Bośnia i Hercegowina
348842	00100534	Bośni i Hercegowinie	Bośnia i Hercegowina
32421	00100535	Karen Mulder	Karen Mulder
32422	00100535	Karen	Karen
32423	00100535	Mulder	Mulder
304322	00100535	Victoria's Secret Angels	Victoria's Secret Angels
32427	00100535	Vlaardingen	Vlaardingen
32428	00100535	Holandii	Holandia
348848	00100535	holenderska modelka	holenderska modelka
294239	00100535	holenderska	holenderski
348850	00100535	Victoria's Secret	Victoria's Secret
304158	00100535	Victoria's	Victoria
348851	00100536	Szczepionka prepandemiczna przeciw grypie	Szczepionka prepandemiczna przeciw grypie
348856	00100536	Wirus ptasiej grypy	Wirus ptasiej grypy
32433	00100536	H5N1	H5N1
32439	00100536	Prepandrix®	Prepandrix®
32431	00100536	A(H5N1)	A(H5N1)
32434	00100536	WHO	WHO
32440	00100536	Pandemrix®	Pandemrix®
32436	00100536	UE	UE
348855	00100536	system adiuwantowy	system adiuwantowy
32435	00100536	H5N1	H5N1
348858	00100536	Komitetu ds. Produktów Leczniczych Stosowanych u Ludzi (CHMP)	Komitet ds. Produktów Leczniczych Stosowanych u Ludzi [CHMP]
32437	00100536	Komitetu ds. Produktów Leczniczych Stosowanych u Ludzi	Komitet ds. Produktów Leczniczych Stosowanych u Ludzi
348853	00100536	szczep wirusa grypy A	szczep wirusa grypy A
32438	00100536	CHMP	CHMP
32432	00100536	H5N1	H5N1
32442	00100537	Framlingham	Framlingham
32444	00100537	Wielkiej Brytanii	Wielka Brytania
53009	00100537	Anglii	Anglia
348862	00100537	hrabstwie Suffolk	hrabstwo Suffolk
32447	00100537	Suffolk	Suffolk
